ID,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Idade,Primeira_compra,Education_2n Cycle,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_Absurd,Marital_Status_YOLO,Marital_Status_Alone,Response
4640,0.6908479942784349,0,1,0.5578562018168466,0.7099755328170608,1.415703542394611,0.005695525671255907,-0.24990217132197123,2.28044158492019,1.2908169132081049,-0.15188818713432553,-0.024030907735870768,1.4810312986973635,2.152102023601102,-1.3454407448229595,0,0,0,0,0,0,3,11,0.12884091060849176,1.4578679168014907,0,1,0,0,0,0,0,0,0,0,0,0
5186,0.22740830034255483,0,1,0.35130296687281526,0.7532364422825433,-0.4863749597368896,-0.24536507580547126,-0.35551645764321044,-0.4934089039182248,-0.7193570159372411,-0.15188818713432553,1.073458315463506,0.44199010122198723,0.9414119265496973,0.3078908287525896,0,1,0,0,0,0,3,11,1.118743145810362,-1.2159929037606716,0,0,0,1,1,0,0,0,0,0,0,0
538,-0.24403158559715057,1,0,1.0053882108622476,-0.8185766016299836,-0.4376037160924921,-0.6398888781260426,-0.40832360080383,-0.44558389548997623,-0.23090353782715703,-0.6968782956620654,-1.1215201309352476,-0.5970510962533891,-0.5719506947645588,-0.9321078514290723,0,0,0,0,0,0,3,11,-1.6859798539282707,-1.0666152042879251,0,1,0,0,0,1,0,0,0,0,0,0
4764,-0.45984628893843793,1,1,0.1103241927714454,-0.7781997527955333,-0.36444685062589594,-0.5278082524667893,-0.24990217132197123,-0.13472134070636083,-0.6066369825272216,0.9380920299211543,-0.38986064880232973,-0.5970510962533891,-0.5719506947645588,0.7212237221464769,0,0,0,0,0,0,3,11,1.3662187046108296,1.6221833862215118,0,0,1,0,0,0,1,0,0,0,0,1
5138,-0.9216478483211538,0,1,0.6611328192888621,-0.8531853292023694,-0.6326886906700819,-0.6981708034688542,-0.6371545544998483,-0.612971424988846,-0.7757170326422508,-0.6968782956620654,-1.1215201309352476,-0.9433981620785147,-0.8746232190274101,1.1345566155403641,0,0,0,0,0,0,3,11,1.5312024104778081,0.8852534021559625,0,1,0,0,0,0,1,0,0,0,0,0
5710,-0.4558080967841261,0,1,-0.6126121295326642,-0.590735811778443,-0.6570743124922807,-0.7385198287061854,-0.6547569355533881,-0.6607964334170946,-0.794503704877254,-0.15188818713432553,-0.7556903898687887,-0.5970510962533891,-0.5719506947645588,-0.10544206464129767,0,1,0,0,0,0,3,11,-0.11863464819197585,1.3632620404687512,0,1,0,0,0,0,1,0,0,0,0,0
2561,0.4303846003253225,0,1,-0.13065458132992444,1.9097447553264393,-0.36444685062589594,0.3733199778336064,-0.40832360080383,-0.37384638284760346,1.0465901741530628,0.9380920299211543,-0.024030907735870768,0.09564303539686175,1.849429499338251,1.1345566155403641,0,1,0,0,0,0,3,11,0.21133276354198094,1.2039258276978217,0,1,0,0,0,1,0,0,0,0,0,0
11148,-1.1517486088121291,1,0,1.2463669849636176,-0.9022143599299162,-0.6326886906700819,-0.7430030537325555,-0.6371545544998483,-0.6368839292029703,-0.8132903771122573,-0.6968782956620654,-1.1215201309352476,-0.9433981620785147,-1.1772957432902613,1.1345566155403641,0,0,0,0,0,0,3,11,-0.5310939128594219,0.26284632101951877,0,1,0,0,0,0,1,0,0,0,0,0
624,-1.280894565445309,0,0,-1.5076761476234664,-0.8906781174057875,-0.5595318252034858,-0.7564527288116658,-0.5667450302856888,-0.612971424988846,-0.5690636380572153,-0.6968782956620654,-1.4873498720017067,-0.5970510962533891,-1.1772957432902613,0.3078908287525896,1,0,0,0,0,0,3,11,-1.2735205892608246,1.2089050843469134,0,0,1,0,0,1,0,0,0,0,0,1
8911,0.14504441885555336,0,1,-1.301122912679435,-0.3282862943545165,0.6353636440842517,0.010178750697626035,1.3519145045501566,1.1804663910704736,0.7084300739230046,0.3931019213934144,0.3417988333305882,0.44199010122198723,0.9414119265496973,-0.5187749580351849,0,0,0,0,0,0,3,11,0.12884091060849176,0.4669958436322723,0,0,0,1,1,0,0,0,0,0,0,0
7685,-0.7418721051494794,1,0,-1.542101686780805,-0.8214606622610158,-0.4619893379146909,-0.7071372535215944,-0.549142649232149,-0.4694963997041005,-0.625423654762225,-0.6968782956620654,-0.7556903898687887,-0.9433981620785147,-0.5719506947645588,-0.10544206464129767,0,0,0,0,0,0,3,11,-0.7785694716598894,-0.29980968032782634,0,1,0,0,1,0,0,0,0,0,0,0
3711,1.0541709997093012,0,0,-1.0257185994207267,2.0770202719263047,2.6105990116823485,2.24282481382995,-0.24990217132197123,0.24787872671962735,-0.8508637215822638,-0.6968782956620654,0.7076285743970472,0.09564303539686175,1.2440844508125486,-0.9321078514290723,0,0,1,1,0,0,3,11,2.0261535280787433,-1.1612210806206644,0,0,1,0,1,0,0,0,0,0,0,0
7247,-0.17511564590705544,0,1,0.7988349759182164,0.5484681374792599,-0.6570743124922807,-0.6443721031524127,-0.6899616976604679,-0.6607964334170946,0.5581366960429788,1.4830821384488941,1.073458315463506,0.44199010122198723,0.033394353761143594,0.3078908287525896,0,1,0,0,0,0,3,11,0.7062838811429162,1.1491540045578146,0,1,0,0,0,0,0,1,0,0,0,0
7592,-0.057169958079230976,0,0,1.2807925241209561,-0.6138082968267002,-0.4376037160924921,-0.4784927771767179,-0.6547569355533881,-0.44558389548997623,-0.39998358794218614,-0.6968782956620654,-0.024030907735870768,-0.5970510962533891,-0.5719506947645588,0.3078908287525896,0,0,0,0,0,0,3,11,1.861169822211765,0.41720327714135685,0,0,0,1,1,0,0,0,0,0,0,0
10609,-0.3711965423055737,0,1,-1.1634207560500809,-0.7032141763886972,-0.6570743124922807,-0.7026540284952243,-0.6371545544998483,-0.6368839292029703,-0.8508637215822638,-0.15188818713432553,-1.1215201309352476,-0.5970510962533891,-0.5719506947645588,-0.5187749580351849,0,0,0,0,0,0,3,11,0.5413001752759378,-0.46412514974784747,0,0,0,1,1,0,0,0,0,0,0,0
1921,0.24950406873407233,2,1,0.8676860542328935,-0.7753156921645011,-0.6326886906700819,-0.7071372535215944,-0.6371545544998483,-0.6607964334170946,-0.6817836714672346,-0.15188818713432553,-0.7556903898687887,-0.9433981620785147,-0.8746232190274101,-0.5187749580351849,0,0,0,0,0,0,3,11,0.12884091060849176,-0.41931183990602355,0,0,0,1,1,0,0,0,0,0,0,0
6257,0.30360060514089104,0,1,1.1086648283342633,-0.17254702027877988,0.3915074258622645,-0.16018380030443882,-0.03867359867949284,-0.3260213744193549,-0.39998358794218614,-0.6968782956620654,1.073458315463506,-0.2507040304282637,0.3360668780239948,0.7212237221464769,0,0,0,0,0,0,3,11,-0.613585765792911,0.8404400923141385,0,0,1,0,0,1,0,0,0,0,0,0
10207,-1.132891013374541,1,0,-0.3027822771166172,-0.8935621780368197,-0.6326886906700819,-0.7250701536270749,-0.6899616976604679,-0.6607964334170946,-0.8320770493472605,-0.6968782956620654,-1.1215201309352476,-0.9433981620785147,-1.1772957432902613,1.1345566155403641,0,0,0,0,0,0,3,11,-0.7785694716598894,0.10848936489768075,0,1,0,0,0,0,1,0,0,0,0,0
10095,0.8248702584187083,0,0,-1.3699739909941122,1.9789622104712112,-0.36444685062589594,0.31503805249079475,-0.40832360080383,-0.37384638284760346,-0.625423654762225,-0.6968782956620654,0.3417988333305882,0.44199010122198723,1.2440844508125486,-1.3454407448229595,0,0,0,0,0,0,3,11,-0.5310939128594219,0.3524729407031667,0,0,0,1,0,0,0,0,0,0,0,0
6327,0.5053197320944862,0,0,1.3152180632782946,0.7215117753411895,0.12326558581807855,1.1892669326329697,-0.19709502816135163,0.10440370143488178,0.16361657910791086,-0.6968782956620654,-0.7556903898687887,1.8273783645224888,0.033394353761143594,-1.7587736382168468,0,0,0,0,0,0,3,11,0.12884091060849176,-0.8027146018860729,0,1,0,0,0,0,1,0,0,0,0,0
5253,0.07963332518618171,1,1,1.2463669849636176,-0.4897936896923174,-0.3400612288036972,-0.5547076026250101,-0.39072121975029017,-0.612971424988846,-0.7757170326422508,2.028072246976634,-0.024030907735870768,-0.2507040304282637,-0.5719506947645588,0.7212237221464769,0,0,0,0,0,0,3,11,1.036251292876873,0.008904231915849756,0,0,1,0,0,0,1,0,0,0,0,0
9958,0.5018148860737627,0,1,0.1791752710861225,0.9435844439306658,-0.3156756069814985,-0.5412579275458997,-0.6899616976604679,-0.4934089039182248,0.21997659581292053,-0.6968782956620654,1.8051177975964239,-0.2507040304282637,0.9414119265496973,-0.10544206464129767,0,0,0,0,0,0,3,11,-0.28361835405895425,-1.300640266795228,0,1,0,0,1,0,0,0,0,0,0,0
182,-0.31957625580470095,0,1,0.45457958434483087,-0.08890926197884726,-0.6570743124922807,-0.514358577387679,-0.6899616976604679,-0.5173214081323491,0.12604323463790437,0.9380920299211543,0.7076285743970472,-0.2507040304282637,-0.26927817050170766,1.1345566155403641,0,0,0,0,0,0,3,11,1.861169822211765,0.3026803742122512,0,0,0,1,0,0,1,0,0,0,0,0
7801,0.08534774804605692,0,1,1.3152180632782946,-0.3398225368786451,1.9521872224829828,0.25675612714798307,-0.5667450302856888,0.7500413152162368,1.61019034120316,0.3931019213934144,0.3417988333305882,-0.2507040304282637,1.5467569750753998,-0.5187749580351849,0,0,0,0,0,0,3,11,0.7887757340764053,-0.314747450275101,0,1,0,0,0,0,1,0,0,0,0,0
3179,1.113486708994806,0,0,0.9021115933902321,-0.18985138406497284,3.0739258263041243,3.4532955709498845,0.3309764034448443,2.5434791312755567,-0.13697017665214087,-1.2418684041898054,0.7076285743970472,1.1346842328722382,0.3360668780239948,-1.3454407448229595,0,0,0,0,0,0,3,11,-0.9435531775268678,0.1234271348449554,0,1,0,0,0,1,0,0,0,0,0,0
9799,1.1867456100584062,1,1,0.28245188855813813,1.5896140252818696,-0.14497625422610744,-0.08396897485614666,-0.19709502816135163,-0.1586338449204851,0.7647900906280143,0.3931019213934144,-0.7556903898687887,-0.2507040304282637,1.849429499338251,-0.10544206464129767,0,0,0,0,0,0,3,11,0.04634905767500255,0.31761814415952583,0,0,0,1,0,0,0,0,0,0,0,0
524,-1.1382625708628236,0,0,-0.06180350301524735,-0.9022143599299162,-0.09620501058170998,-0.7116204785479645,-0.549142649232149,-0.5173214081323491,0.013323201227884987,-0.6968782956620654,-0.7556903898687887,-0.5970510962533891,-1.1772957432902613,1.1345566155403641,0,0,0,0,0,0,3,11,0.21133276354198094,0.8752948888577794,0,0,0,0,0,0,1,0,0,0,0,0
4385,-0.6276217441043743,1,0,1.143090367491602,-0.8416490866782409,-0.6570743124922807,-0.6936875784424841,-0.6899616976604679,-0.612971424988846,-0.7193570159372411,-0.15188818713432553,-0.38986064880232973,-0.9433981620785147,-0.8746232190274101,0.3078908287525896,0,0,0,0,0,0,3,11,-1.026045030460357,0.2030952412304202,0,0,0,1,0,1,0,0,0,0,0,0
7409,0.025689173388959666,1,0,0.5922817409741851,-0.2994456880441949,-0.6083030688478832,-0.6264392030469321,-0.5667450302856888,-0.4934089039182248,-0.6629969992322314,-0.15188818713432553,-0.024030907735870768,-0.5970510962533891,0.033394353761143594,-0.10544206464129767,0,0,0,0,0,0,3,11,-0.11863464819197585,-0.5338347428351292,0,1,0,0,0,0,1,0,0,0,0,0
6887,1.0146271935189646,1,1,-0.543761051217987,-0.20138762658910148,-0.26690436333710105,0.23882322704250256,-0.3203116955361307,0.36744124779024867,-0.550276965822212,-0.15188818713432553,1.439288056529965,-0.5970510962533891,0.6387394022868461,0.3078908287525896,0,0,0,0,0,0,3,11,0.12884091060849176,-1.4301009396716082,0,1,0,0,0,1,0,0,0,0,0,0
4756,0.4375466769763661,0,0,-0.2339311988019401,-0.4003878101303205,0.05010872035148237,2.906342117732729,-0.6899616976604679,0.12831620564900606,1.2532435687380985,-0.6968782956620654,1.073458315463506,1.1346842328722382,1.5467569750753998,-0.5187749580351849,0,0,0,0,0,0,3,11,1.3662187046108296,-0.8076938585351644,1,0,0,0,0,0,0,0,0,0,0,1
3524,-0.48571357641747304,1,0,-1.3699739909941122,-0.6772576307094078,-0.6326886906700819,-0.4919424522558283,-0.6195521734463084,-0.5173214081323491,-0.550276965822212,-0.15188818713432553,0.3417988333305882,-0.5970510962533891,-1.1772957432902613,1.5478895089342515,0,0,0,0,0,0,3,11,-0.20112650112546504,-0.12055644096053054,0,0,1,0,0,1,0,0,0,0,0,1
10128,0.05578513378430247,0,1,-0.9568675211060497,0.8801351100479583,-0.26690436333710105,-0.02120382448696486,-0.6899616976604679,-0.0868963322781123,0.6896434016880013,1.4830821384488941,0.3417988333305882,0.7883371670471127,1.849429499338251,-0.10544206464129767,0,0,0,0,0,0,3,11,0.8712675870098945,0.1632611880376878,0,1,0,0,0,0,1,0,0,0,0,0
5948,0.1838263019979065,0,1,1.6250479156943416,-0.49556181095438173,-0.5107605815590883,-0.5278082524667893,-0.4963355060715293,-0.4694963997041005,-0.5314902935872088,-0.15188818713432553,-0.024030907735870768,-0.5970510962533891,-0.26927817050170766,-0.10544206464129767,0,0,0,0,0,0,3,11,-0.5310939128594219,-1.4549972229170658,0,1,0,0,0,1,0,0,0,0,0,0
4808,-1.4001736186071043,0,0,-1.2666973735220965,-0.9050984205609484,-0.6083030688478832,-0.7385198287061854,-0.5843474113392286,-0.6607964334170946,-0.794503704877254,-0.6968782956620654,-1.1215201309352476,-0.9433981620785147,-1.1772957432902613,0.7212237221464769,0,0,0,0,0,0,3,11,1.036251292876873,-0.27989265373146016,0,1,0,0,1,0,0,0,0,0,0,0
3308,-0.6403458590056964,1,1,0.1791752710861225,-0.8214606622610158,-0.4376037160924921,-0.7071372535215944,-0.6547569355533881,-0.39775888706172774,-0.28726355453216673,0.3931019213934144,-0.7556903898687887,-0.9433981620785147,-0.5719506947645588,-0.5187749580351849,0,0,0,0,0,0,3,11,1.3662187046108296,-0.8774034516224462,0,1,0,0,1,0,0,0,0,0,0,0
10475,-0.02017859409963874,0,1,-0.33720781627395574,-0.3686631431889667,-0.535146203381287,-0.4695263271239776,-0.23229979026843137,-0.18254634913460935,-0.5878503102922185,-0.15188818713432553,-0.024030907735870768,-0.2507040304282637,0.033394353761143594,-0.10544206464129767,0,0,0,0,0,0,3,11,-0.11863464819197585,0.5018506401759132,0,0,1,0,0,0,1,0,0,0,0,0
310,0.35655425697573473,0,1,1.1086648283342633,0.04375752704863207,-0.535146203381287,-0.048103174645185626,-0.05627597973303271,-0.015158819635739524,-0.550276965822212,0.9380920299211543,-0.024030907735870768,0.44199010122198723,0.9414119265496973,-0.5187749580351849,0,0,0,0,0,0,3,11,-0.11863464819197585,-0.7728390619915235,0,0,1,0,1,0,0,0,0,0,0,0
3762,0.6611329954070838,0,0,-0.6470376686900027,-0.3427065975096773,-0.6570743124922807,1.5344752596634694,-0.10908312289365231,2.4478291144190596,0.16361657910791086,-0.6968782956620654,-0.38986064880232973,0.7883371670471127,0.6387394022868461,-1.7587736382168468,0,0,0,1,0,0,3,11,-1.438504295127803,0.49687138352682164,0,0,0,1,0,1,0,0,0,0,0,1
10855,-0.09518991817360076,1,0,-1.3699739909941122,-0.23311229353045523,-0.3156756069814985,-0.4157276268075361,-0.35551645764321044,-0.42167139127585196,-0.06182348771212794,-0.15188818713432553,-0.024030907735870768,-0.5970510962533891,0.6387394022868461,-0.10544206464129767,0,0,0,0,0,0,3,11,0.04634905767500255,-0.9720093279551856,0,0,1,0,0,1,0,0,0,0,0,0
9400,1.2561187035772914,0,0,0.833260515075555,0.9089757163582799,-0.023048145115113803,1.9783145372741122,0.08454306869528622,-0.23037135756285787,0.16361657910791086,-0.6968782956620654,0.7076285743970472,1.1346842328722382,0.033394353761143594,-1.3454407448229595,0,0,0,0,0,0,3,11,0.8712675870098945,-1.718897825318918,1,0,0,0,0,1,0,0,0,0,0,0
5236,0.9545114650330774,0,1,-0.6470376686900027,2.6394120949775757,-0.6570743124922807,1.0144211566045347,3.393790706760781,3.595629316697024,2.117430491548247,-0.6968782956620654,2.170947538662883,-0.2507040304282637,0.6387394022868461,-0.10544206464129767,0,1,1,1,0,0,3,11,-0.8610613245933786,1.5923078463269627,0,1,0,0,0,0,1,0,0,0,0,0
5513,-0.5620963619778051,1,1,0.007047575299429749,-0.8301128441541122,-0.6083030688478832,-0.7161037035743347,-0.6899616976604679,-0.6607964334170946,-0.8320770493472605,-0.15188818713432553,-1.1215201309352476,-0.9433981620785147,-0.8746232190274101,1.1345566155403641,0,0,0,0,0,0,3,11,0.21133276354198094,1.3931375803633006,0,1,0,0,0,0,1,0,0,0,0,0
1362,-0.7849969496653377,0,0,0.9021115933902321,-0.8128084803679193,1.4644747860390084,-0.4740095521503478,2.390454986709009,-0.2781963659911064,0.5393500238079755,-0.6968782956620654,0.7076285743970472,-0.5970510962533891,0.033394353761143594,0.7212237221464769,0,0,0,0,0,0,3,11,-0.28361835405895425,0.6412698263504766,0,1,0,0,0,1,0,0,0,0,0,0
4676,0.807346028315091,0,2,1.2807925241209561,0.857062624999701,1.5620172733278033,1.5703410598744305,3.8514526141528176,1.8978415174942016,1.1593102075630821,-0.15188818713432553,1.8051177975964239,1.1346842328722382,0.6387394022868461,-0.10544206464129767,0,0,0,0,0,0,3,11,1.4487105575443189,-1.1811381072170306,0,0,1,0,0,0,0,1,0,0,0,0
11176,0.5125960972027273,0,1,-1.2666973735220965,0.1764243160761114,-0.4376037160924921,-0.38882827664931535,-0.35551645764321044,-0.5651464165605975,-0.7757170326422508,-0.15188818713432553,0.3417988333305882,0.44199010122198723,0.3360668780239948,-0.9321078514290723,0,0,0,0,0,0,3,11,-0.11863464819197585,-1.519727559355256,0,0,0,1,0,0,1,0,0,0,0,0
1250,-0.5644202272741544,1,0,1.143090367491602,-0.8099244197368871,-0.5107605815590883,-0.6667882282842633,-0.4963355060715293,-0.5651464165605975,-0.7005703437022378,-0.6968782956620654,-0.7556903898687887,-0.5970510962533891,-0.8746232190274101,0.3078908287525896,0,0,0,0,0,0,3,11,-0.613585765792911,-1.0516774343406503,0,1,0,0,0,1,0,0,0,0,0,0
9209,1.0689904029925776,0,0,1.2463669849636176,1.4829037819336797,2.7081414989711434,1.166850807501119,0.36618116555192404,1.5391539542823376,-0.5690636380572153,-0.6968782956620654,-0.024030907735870768,1.1346842328722382,2.152102023601102,-1.3454407448229595,0,0,0,0,0,0,3,11,-0.20112650112546504,1.343345013872385,0,0,1,0,0,0,1,0,0,0,0,0
4557,-1.1597488008159544,1,0,-1.301122912679435,-0.879141874881659,-0.4863749597368896,-0.6757546783370035,-0.549142649232149,-0.612971424988846,-0.4563436046471958,-0.15188818713432553,-0.7556903898687887,-0.2507040304282637,-1.1772957432902613,0.3078908287525896,0,0,0,0,0,0,3,11,-0.11863464819197585,-0.4242910965551151,0,1,0,0,0,0,1,0,0,0,0,0
8690,1.2799668949791705,0,0,0.833260515075555,0.24275771058985107,0.025723098529283648,2.6283821660977806,-0.05627597973303271,0.2957037351478759,1.5162569800281438,-0.6968782956620654,0.3417988333305882,1.4810312986973635,1.2440844508125486,-1.3454407448229595,0,0,0,0,0,0,3,11,0.5413001752759378,0.4122240204922653,0,1,0,0,1,0,0,0,0,0,0,0
